Title,Auther,Product_URL,Book_type,Original_Price,Discounted_Price,ISBN_10,Published_Date,Publisher,No_of_pages
The David Raker Collection Books 1-3,Tim Weaver,https://www.booktopia.com.au/book/9781405917315.html,ePUB,19.99,19.99,1405917318,26-09-2013,Penguin Books Ltd,1142
The Broken Eye,Brent Weeks,https://www.booktopia.com.au/book/9780748116997.html,ePUB,12.99,12.99,748116990,26-08-2014,"Little, Brown Book Group",816
The Chessmen,Peter May,https://www.booktopia.com.au/book/9780857382184.html,ePUB,12.99,12.99,857382187,19-11-2012,Quercus,400
11th Hour,James Patterson,https://www.booktopia.com.au/book/9781407071565.html,ePUB,15.99,15.99,1407071564,01-03-2012,Random House,496
Things Fall Apart,Chinua Achebe,https://www.booktopia.com.au/book/9780141393964.html,ePUB,15.99,15.99,141393963,25-04-2013,Penguin Books Ltd,176
The Water Dancer,Ta-Nehisi Coates,https://www.booktopia.com.au/book/9780241982525.html,ePUB,16.99,16.99,241982529,26-09-2019,Penguin Books Ltd,320
Lost Innocence,Susan Lewis,https://www.booktopia.com.au/book/9781409064916.html,ePUB,15.99,15.99,1409064913,01-04-2010,Random House,656
Fool Moon : Dresden Files,Jim Butcher,https://www.booktopia.com.au/book/9780748116072.html,ePUB,12.99,12.99,748116079,04-03-2010,"Little, Brown Book Group",400
12th of Never,James Patterson,https://www.booktopia.com.au/book/9780316210829.html,Hardcover,58.75,58.75,031621082X,29-04-2013,LITTLE BROWN & CO,432
Frenemies,Emma Hart,https://www.booktopia.com.au/book/9780463765791.html,ePUB,1.28,1.28,463765796,28-01-2020,Emma Hart,
Mary Barton,Elizabeth Gaskell,https://www.booktopia.com.au/book/9780141974675.html,ePUB,10.99,10.99,141974672,30-08-2012,Penguin Books Ltd,512
The Other People,C. J. Tudor,https://www.booktopia.com.au/book/9781405939645.html,ePUB,15.99,15.99,1405939648,23-01-2020,Penguin Books Ltd,400
Triptych,Karin Slaughter,https://www.booktopia.com.au/book/9781407008394.html,ePUB,15.99,15.99,1407008390,04-09-2008,Random House,528
Girl in Luv,Jay Crownover,https://www.booktopia.com.au/book/9781393711339.html,ePUB,4.99,4.99,1393711332,20-10-2019,?Jay Crownover,
Touching the Void,Joe Simpson,https://www.booktopia.com.au/book/9780957519305.html,ePUB,9.48,9.48,957519303,03-01-2013,DirectAuthors.com Ltd.,
Mageborn,Michael G. Manning,https://www.booktopia.com.au/book/9781311117090.html,ePUB,9,9,1311117091,14-05-2015,Michael G. Manning,
Assassin's Fate,Robin Hobb,https://www.booktopia.com.au/book/9780007444250.html,Hardcover,51.75,51.75,7444257,04-05-2017,HarperCollins Publishers,864
Good As Dead,Mark Billingham,https://www.booktopia.com.au/book/9780748120482.html,ePUB,12.99,12.99,748120483,18-08-2011,"Little, Brown Book Group",352
12 Rules for Life,Jordan B. Peterson,https://www.booktopia.com.au/book/9780241351659.html,ePUB,15.99,15.99,241351650,16-01-2018,Penguin Books Ltd,448
The Challenger Sale,Matthew Dixon,https://www.booktopia.com.au/book/9780670922864.html,ePUB,18.99,18.99,670922862,01-10-2012,Penguin Books Ltd,240
The Hazel Wood,Melissa Albert,https://www.booktopia.com.au/book/9780141388670.html,ePUB,12.99,12.99,141388676,08-02-2018,Penguin Random House Children's UK,400
Fast Lane,Kristen Ashley,https://www.booktopia.com.au/book/9780463228456.html,ePUB,7.36,7.36,463228456,15-10-2019,Kristen Ashley,
Miracle on Regent Street,Ali Harris,https://www.booktopia.com.au/book/9780857202918.html,ePUB,13.99,13.99,085720291X,13-10-2011,Simon & Schuster UK,496
I Know Why The Caged Bird Sings,Dr Maya Angelou,https://www.booktopia.com.au/book/9780748122349.html,ePUB,12.99,12.99,748122346,02-09-2010,"Little, Brown Book Group",320
Firewall,Henning Mankell,https://www.booktopia.com.au/book/9781407017686.html,ePUB,15.99,15.99,1407017683,30-10-2008,Random House,544
Ghost Fleet,P. W. Singer,https://www.booktopia.com.au/book/9780544145979.html,ePUB,9.99,9.99,544145976,30-06-2015,HarperCollins,368
Zero to One,Blake Masters,https://www.booktopia.com.au/book/9780753550304.html,ePUB,18.99,18.99,075355030X,18-09-2014,Ebury Publishing,224
Berlin,Antony Beevor,https://www.booktopia.com.au/book/9780141903026.html,ePUB,15.99,15.99,141903023,04-10-2007,Penguin Books Ltd,528
The Anatomist's Wife,Anna Lee Huber,https://www.booktopia.com.au/book/9781101612323.html,ePUB,17.14,13.99,1101612320,06-11-2012,Penguin Publishing Group,368
Jorge El Curioso Huellas De Dinosaurio/curious George Dinosaur Tracks,H. A. Rey,https://www.booktopia.com.au/book/9780547728469.html,ePUB,2.99,2.99,547728468,18-04-2011,HarperCollins,
The Darling Buds of May,H. E. Bates,https://www.booktopia.com.au/book/9780141902807.html,ePUB,15.99,15.99,141902809,30-11-2006,Penguin Books Ltd,144
Nancy Drew 21,Carolyn Keene,https://www.booktopia.com.au/book/9781101077221.html,ePUB,14.66,11.99,1101077220,01-01-2000,Penguin Young Readers Group,192
The Path Of Daggers,Robert Jordan,https://www.booktopia.com.au/book/9780748115419.html,ePUB,12.99,12.99,748115412,18-05-2010,"Little, Brown Book Group",672
She,H. Rider Haggard,https://www.booktopia.com.au/book/9780307808028.html,ePUB,6.99,6.99,307808025,30-11-2011,Random House Publishing Group,
The Growing Pains of Adrian Mole,Sue Townsend,https://www.booktopia.com.au/book/9780718196127.html,ePUB,15.99,15.99,718196120,19-01-2012,Penguin Books Ltd,352
Lovers and Strangers,Clair Wills,https://www.booktopia.com.au/book/9780141974965.html,ePUB,15.99,15.99,141974966,31-08-2017,Penguin Books Ltd,240
The Happiness Trap,Russ Harris,https://www.booktopia.com.au/book/9780834821040.html,ePUB and PDF,18,13.5,834821044,03-06-2008,Shambhala,240
The Revenge of Seven,Pittacus Lore,https://www.booktopia.com.au/book/9781405913638.html,ePUB,15.99,15.99,1405913630,26-08-2014,Penguin Books Ltd,400
Men At Arms,Terry Pratchett,https://www.booktopia.com.au/book/9781407034904.html,ePUB,15.99,15.99,1407034901,16-12-2008,Transworld,432
$2.00 A Day,Kathryn J. Edin,https://www.booktopia.com.au/book/9780544303249.html,ePUB,26.99,26.99,544303245,01-09-2015,HarperCollins,288
First Light,Geoffrey Wellum,https://www.booktopia.com.au/book/9780241984338.html,ePUB,15.99,15.99,241984335,17-05-2018,Penguin Books Ltd,352
Winning Not Fighting,John Vincent,https://www.booktopia.com.au/book/9780241318386.html,ePUB,18.99,18.99,241318386,07-11-2019,Penguin Books Ltd,256
The Blood of Olympus (Heroes of Olympus Book 5),Rick Riordan,https://www.booktopia.com.au/book/9780141339238.html,ePUB,12.99,12.99,141339233,07-10-2014,Penguin Random House Children's UK,608
Blood Trade,Faith Hunter,https://www.booktopia.com.au/book/9781101607626.html,ePUB,11.72,10.99,1101607629,02-04-2013,Penguin Publishing Group,336
The School of Life,Alain de Botton,https://www.booktopia.com.au/book/9780241985854.html,ePUB,16.99,16.99,241985854,05-09-2019,Penguin Books Ltd,240
First Class Murder,Robin Stevens,https://www.booktopia.com.au/book/9780141369839.html,ePUB,9.99,9.99,141369833,25-02-2016,Penguin Random House Children's UK,336
Rosewater,Tade Thompson,https://www.booktopia.com.au/book/9780316449038.html,ePUB,13.99,13.99,316449032,05-12-2017,Orbit,400
Five Little Monkeys Trick-or-Treat,Eileen Christelow,https://www.booktopia.com.au/book/9780547859095.html,ePUB,4.99,4.99,547859090,13-08-2013,HarperCollins,
100+ Knock Knock Jokes for Kids,Johnny B. Laughing,https://www.booktopia.com.au/book/9781311339607.html,ePUB,1.57,1.57,1311339604,06-10-2015,Hey Sup Bye Publishing,
Ms. Marvel Vol. 1,G. Willow Wilson,https://www.booktopia.com.au/book/9781302402228.html,ePUB,13.19,10.99,1302402226,13-03-2019,Marvel Entertainment,
Liquidate Paris,Sven Hassel,https://www.booktopia.com.au/book/9780297865803.html,ePUB,12.99,12.99,297865803,23-12-2010,Orion,320
Eat to Beat Disease,William W. Li,https://www.booktopia.com.au/book/9781538715499.html,Hardcover,146.9,146.9,153871549X,19-03-2019,GRAND CENTRAL PUBL,688
The Prosperity Bible,Napoleon Hill,https://www.booktopia.com.au/book/9781101097632.html,ePUB,25.7,20.99,1101097639,08-11-2007,Penguin Publishing Group,1280
A New Earth,Eckhart Tolle,https://www.booktopia.com.au/book/9780141908762.html,ePUB,4.99,4.99,141908769,01-01-2009,Penguin Books Ltd,336
In Pursuit of the Unknown,Ian Stewart,https://www.booktopia.com.au/book/9780465029747.html,ePUB,29.5,17.95,465029744,13-03-2012,,352
Remember Me,Lesley Pearse,https://www.booktopia.com.au/book/9780141907857.html,ePUB,15.99,15.99,141907851,07-08-2003,Penguin Books Ltd,600
I Am Malala,Malala Yousafzai,https://www.booktopia.com.au/book/9780297870937.html,ePUB,11.99,11.99,297870939,08-10-2013,Orion,320
The Outback Governess,Sarah Williams,https://www.booktopia.com.au/book/9780648046271.html,ePUB,5.99,5.99,648046273,14-11-2017,Serenade Publishing,
Mustache Baby Meets His Match,Bridget Heos,https://www.booktopia.com.au/book/9780544539211.html,ePUB,11.99,11.99,544539214,03-03-2015,HarperCollins,
Strange Tales from a Chinese Studio,Pu Songling,https://www.booktopia.com.au/book/9780141928524.html,ePUB,14.99,14.99,141928522,25-05-2006,Penguin Books Ltd,608
Splinter the Silence,Val McDermid,https://www.booktopia.com.au/book/9780751561418.html,ePUB,16.99,16.99,075156141X,27-08-2015,"Little, Brown Book Group",400
The Black Swan,Nassim Nicholas Taleb,https://www.booktopia.com.au/book/9780141906201.html,ePUB,15.99,15.99,141906200,03-04-2008,Penguin Books Ltd,480
Stig of the Dump,Clive King,https://www.booktopia.com.au/book/9780141960609.html,ePUB,9.99,9.99,141960604,03-06-2010,Penguin Random House Children's UK,256
Sojourn,R.A. Salvatore,https://www.booktopia.com.au/book/9780786954032.html,ePUB,16.12,12.99,786954035,23-06-2009,Wizards of the Coast Publishing,352
The Scarpetta Factor,Patricia Cornwell,https://www.booktopia.com.au/book/9780748113118.html,ePUB,11.99,11.99,748113118,20-10-2009,"Little, Brown Book Group",512
Deep Sea and Foreign Going,Rose George,https://www.booktopia.com.au/book/9781846272998.html,Paperback,24.99,24.5,1846272998,01-08-2014,Granta,320
Goodnight Mister Tom,Michelle Magorian,https://www.booktopia.com.au/book/9780141964522.html,ePUB,9.99,9.99,141964529,03-06-2010,Penguin Random House Children's UK,448
Operation Mincemeat,Ben Macintyre,https://www.booktopia.com.au/book/9781408808542.html,ePUB,18.39,15.99,1408808544,18-01-2010,Bloomsbury Publishing,432
Who Dares Wins,Dominic Sandbrook,https://www.booktopia.com.au/book/9780141975276.html,ePUB,19.99,19.99,014197527X,03-10-2019,Penguin Books Ltd,480
An Invisible Murder,Joyce Cato,https://www.booktopia.com.au/book/9781306021241.html,E-Book,,,1306021243,01-01-2012,Robert Hale & Company,225
The Art of War,Sun-tzu,https://www.booktopia.com.au/book/9780141919683.html,ePUB,10.99,10.99,014191968X,29-05-2008,Penguin Books Ltd,112
Nothing but Trouble,Roberta Kray,https://www.booktopia.com.au/book/9780748123018.html,ePUB,12.99,12.99,748123016,26-04-2012,"Little, Brown Book Group",480
Because of Mr. Terupt,Rob Buyea,https://www.booktopia.com.au/book/9780375896156.html,ePUB,13.19,10.99,375896155,12-10-2010,Random House Children's Books,
The Spirit Level,Kate Pickett,https://www.booktopia.com.au/book/9780141921150.html,ePUB,16.99,16.99,141921153,04-11-2010,Penguin Books Ltd,400
Introducing Romanticism,Duncan Heath,https://www.booktopia.com.au/book/9781281371812.html,E-Book,,,1281371815,01-01-2002,Icon Books Limited,174
Chernobyl Prayer,Svetlana Alexievich,https://www.booktopia.com.au/book/9780241270547.html,ePUB,15.99,15.99,241270545,21-04-2016,Penguin Books Ltd,240
Rogue,Karen Lynch,https://www.booktopia.com.au/book/9781310976322.html,ePUB,6.84,6.84,1310976325,24-11-2015,Karen Lynch,
Unnatural Causes,Dr Richard Shepherd,https://www.booktopia.com.au/book/9781405923552.html,ePUB,14.99,14.99,1405923555,20-09-2018,Penguin Books Ltd,400
Fire Ice,Clive Cussler,https://www.booktopia.com.au/book/9781405909563.html,ePUB,14.99,14.99,1405909560,07-06-2012,Penguin Books Ltd,560
The Diary of a Young Girl,Anne Frank,https://www.booktopia.com.au/book/9780141971667.html,ePUB,14.99,14.99,141971665,12-06-2011,Penguin Books Ltd,368
Notes on a Scandal,Zoë Heller,https://www.booktopia.com.au/book/9780141901916.html,ePUB,15.99,15.99,141901918,18-01-2007,Penguin Books Ltd,256
Everything I Know About Love,Dolly Alderton,https://www.booktopia.com.au/book/9780241982099.html,ePUB,16.99,16.99,024198209X,01-02-2018,Penguin Books Ltd,304
The Hunter,Tom Wood,https://www.booktopia.com.au/book/9780748122851.html,ePUB,11.99,11.99,748122850,12-05-2011,"Little, Brown Book Group",400
Santaland Diaries,David Sedaris,https://www.booktopia.com.au/book/9780748123070.html,ePUB,12.99,12.99,748123075,05-08-2010,"Little, Brown Book Group",160
Your Blue-Eyed Boy,Helen Dunmore,https://www.booktopia.com.au/book/9780141917320.html,ePUB,15.99,15.99,141917326,27-03-2008,Penguin Books Ltd,256
The Better Angels of Our Nature,Steven Pinker,https://www.booktopia.com.au/book/9780141959740.html,ePUB,18.99,18.99,141959746,06-10-2011,Penguin Books Ltd,1056
Call The Midwife,Jennifer Worth,https://www.booktopia.com.au/book/9780297859666.html,ePUB,11.99,11.99,297859668,14-05-2009,Orion,368
Steal Like an Artist,Austin Kleon,https://www.booktopia.com.au/book/9780761169253.html,Paperback,26.99,25.8,761169253,01-05-2012,Workman,160
Waiting for Wednesday,Nicci French,https://www.booktopia.com.au/book/9780141964034.html,ePUB,15.99,15.99,141964030,20-06-2013,Penguin Books Ltd,384
Small Island,Andrea Levy,https://www.booktopia.com.au/book/9780755359714.html,ePUB,12.99,12.99,755359712,30-04-2009,Headline,422
Cider With Rosie,Laurie Lee Mbe Mbe,https://www.booktopia.com.au/book/9781407073361.html,ePUB,14.99,14.99,1407073362,19-08-2011,Random House,240
The Man in the High Castle,Philip K. Dick,https://www.booktopia.com.au/book/9780241964262.html,ePUB,15.99,15.99,241964261,02-08-2012,Penguin Books Ltd,272
Crap CVs,Jenny Crompton,https://www.booktopia.com.au/book/9781405920452.html,ePUB,14.99,14.99,1405920459,09-10-2014,Penguin Books Ltd,240
The 7 Principles of Fat Burning,Eric Berg D.C.,https://www.booktopia.com.au/book/9780982601617.html,ePUB,13.5,13.5,982601611,15-03-2010,,330
Charlie and the Chocolate Factory,Roald Dahl,https://www.booktopia.com.au/book/9780141960616.html,ePUB,9.99,9.99,141960612,03-06-2010,Penguin Random House Children's UK,208
